haul,haul.number,moc,net.number,date,transect,station,family,genus,species,number.of.individuals.raw,split.multiplier,number.of.individuals.adjusted,volume.filtered.m3,concentration.1000m3,vial.letter,fish.box.location,id.by,notes,,,,
119,0119-4-2,4,2,2022/3/9,NH,2,Unknown,Unknown,Unknown,2,1,2,,,C,Hatfield,EC,very tiny,,,,
119,0119-4-2,4,2,2022/3/9,NH,2,Cottidae,Radulinus,Radulinus spp.,2,1,2,,,D,Hatfield,EC,,,,,
119,0119-4-3,4,3,2022/3/9,NH,2,Pleuronectidae,Glyptocephalus,Glyptocephalus zachirus,4,1,4,,,A,Hatfield,EC,,,,,
119,0119-4-3,4,3,2022/3/9,NH,2,Pleuronectidae,Parophrys,Parophrys vetulus,1,1,1,,,B,Hatfield,EC,,,,,
119,0119-4-3,4,3,2022/3/9,NH,2,Liparidae,Liparis,Liparis fucensis,1,1,1,,,C,Hatfield,EC,,,,,
119,0119-4-3,4,3,2022/3/9,NH,2,Damaged,Damaged,Damaged,1,1,1,,,D,Hatfield,EC,,,,,
119,0119-4-3,4,3,2022/3/9,NH,2,Cottidae,Cottid spp.,Cottid spp. ,1,1,1,,,E,Hatfield,EC,,,,,
119,0119-4-4,4,4,2022/3/9,NH,2,Ammodytidae,Ammodytes,Ammodytes spp.,5,1,5,,,A,Hatfield,NH,,,,,
119,0119-4-4,4,4,2022/3/9,NH,2,Pleuronectidae,Parophrys,Parophrys vetulus,6,1,6,,,B,Hatfield,NH,,,,,
119,0119-4-4,4,4,2022/3/9,NH,2,Scorpaenidae,Sebastes,Sebastes spp.,1,1,1,,,C,Hatfield,NH,,,,,
119,0119-4-4,4,4,2022/3/9,NH,2,Gadidae,Microgadus,Microgadus proximus,1,1,1,,,D,Hatfield,NH,,,,,
119,0119-4-4,4,4,2022/3/9,NH,2,Stichaeidae,Plectobranchus,Plectobranchus evides,1,1,1,,,E,Hatfield,NH,,,,,
119,0119-4-4,4,4,2022/3/9,NH,2,Pleuronectidae,Glyptocephalus,Glyptocephalus zachirus,4,1,4,,,F,Hatfield,NH,,,,,
119,0119-4-4,4,4,2022/3/9,NH,2,Damaged,Damaged,Damaged,3,1,3,,#DIV/0!,G,Hatfield,NH,,,,,
120,120-1-0,1,0,2022/3/9,NH,3,Scorpaenidae,Sebastes,Sebastes spp.,35,2,70,,#DIV/0!,a,Hatfield,JI,,,,,
120,120-1-0,1,0,2022/3/9,NH,3,Gadidae,Microgadus,Microgadus proximus,1,2,2,,#DIV/0!,b,Hatfield,JI,,,,,
120,120-1-0,1,0,2022/3/9,NH,3,Damaged,Damaged,Damaged,6,2,12,,#DIV/0!,c,Hatfield,JI,,,,,
120,120-1-0,1,0,2022/3/9,NH,3,Pleuronectidae,Glyptocephalus,Glyptocephalus zachirus,2,2,4,,#DIV/0!,d,Hatfield,JI,,,,,
120,0120-1-1,1,1,2022/3/9,NH,3,Scorpaenidae,Sebastes,Sebastes spp.,24,1,24,,#DIV/0!,a,Hatfield,JI,,,,,
120,0120-1-1,1,1,2022/3/9,NH,3,Damaged,Damaged,Damaged,1,1,1,,#DIV/0!,b,Hatfield,JI,,,,,
120,0120-1-2,1,2,2022/3/9,NH,3,Scorpaenidae,Sebastes,Sebastes spp.,51,1,51,,#DIV/0!,a,Hatfield,JI,,,,,
120,0120-1-2,1,2,2022/3/9,NH,3,Bathylagidae,Lipolagus,Lipolagus ochotensis,1,1,1,,#DIV/0!,b,Hatfield,JI,,,,,
120,0120-1-2,1,2,2022/3/9,NH,3,Damaged,Damaged,Damaged,1,1,1,,,c,Hatfield,NH,,,,,
120,0120-1-3,1,3,2022/3/9,NH,3,Scorpaenidae,Sebastes,Sebastes spp.,21,1,21,,#DIV/0!,a,Hatfield,JI,,,,,
120,0120-1-3,1,3,2022/3/9,NH,3,Liparidae,Liparis,Liparis spp.,4,1,4,,#DIV/0!,b,Hatfield,JI,,,,,
120,0120-1-3,1,3,2022/3/9,NH,3,Damaged,Damaged,Damaged,1,1,1,,,c,Hatfield,NH,,,,,
120,0120-1-4,1,4,2022/3/9,NH,3,Scorpaenidae,Sebastes,Sebastes spp.,30,2,60,,#DIV/0!,a,Hatfield,JI,,,,,
120,0120-1-4,1,4,2022/3/9,NH,3,Pleuronectidae,Glyptocephalus,Glyptocephalus zachirus,5,2,10,,#DIV/0!,b,Hatfield,JI,,,,,
120,0120-1-4,1,4,2022/3/9,NH,3,Damaged,Damaged,Damaged,2,2,4,,#DIV/0!,c,Hatfield,JI,,,,,
120,120-4-0,4,0,2022/3/9,NH,3,Liparidae,Liparis,Liparis spp.,1,1,1,,#DIV/0!,a,Hatfield,JI,,,,,
120,120-4-0,4,0,2022/3/9,NH,3,Pholidae,Apodichthus,Apodichthus flavidus,1,1,1,,#DIV/0!,b,Hatfield,JI,,,,,
120,120-4-0,4,0,2022/3/9,NH,3,Hexagrammidae,Ophiodon,Ophiodon elongatus,1,1,1,,#DIV/0!,c,Hatfield,JI,,,,,
120,120-4-0,4,0,2022/3/9,NH,3,Cottidae,Scorpaenichthys,Scorpaenichthys marmoratus,1,1,1,,#DIV/0!,d,Hatfield,JI,,,,,
120,0120-4-1,4,1,2022/3/9,NH,3,No fish,No fish,No fish,0,1,0,,#DIV/0!,0,Hatfield,JI,,,,,
120,0120-4-2,4,2,2022/3/9,NH,3,No fish,No fish,No fish,0,1,0,,#DIV/0!,0,Hatfield,JI,,,,,
120,0120-4-3,4,3,2022/3/9,NH,3,No fish,No fish,No fish,0,1,0,,#DIV/0!,0,Hatfield,JI,,,,,
120,0120-4-4,4,4,2022/3/9,NH,3,No fish,No fish,No fish,0,1,0,,#DIV/0!,0,Hatfield,JI,,,,,
121,121-1-0,1,0,2022/3/10,HH,4,Scorpaenidae,Sebastes,Sebastes spp.,15,2,30,,#DIV/0!,A,Hatfield,EC,,,,,
121,121-1-0,1,0,2022/3/10,HH,4,Cottidae,Scorpaenichthys,Scorpaenichthys marmoratus,2,2,4,,#DIV/0!,B,Hatfield,EC,,,,,
121,121-1-0,1,0,2022/3/10,HH,4,Myctophidae,Stenobrachius,Stenobrachius leucopsarus,9,2,18,,#DIV/0!,C,Hatfield,EC,,,,,
121,121-1-0,1,0,2022/3/10,HH,4,Bathylagidae,Lipolagus,Lipolagus ochotensis,11,2,22,,#DIV/0!,D,Hatfield,EC,,,,,
121,121-1-0,1,0,2022/3/10,HH,4,Myctophidae,Tarletonbeania,Tarletonbeania crenularis,3,2,6,,#DIV/0!,E,Hatfield,EC,,,,,
121,0121-1-1,1,1,2022/3/10,HH,4,Myctophidae,Protomyctophum,Protomyctophum crockeri,2,1,2,,#DIV/0!,A,Hatfield,NH,spp.,,,,
121,0121-1-1,1,1,2022/3/10,HH,4,Myctophidae,Myctophid ,Myctophid spp.,2,1,2,,#DIV/0!,B,Hatfield,NH,,,,,
121,0121-1-1,1,1,2022/3/10,HH,4,Scorpaenidae,Sebastes,Sebastes spp.,7,1,7,,#DIV/0!,C,Hatfield,NH,,,,,
121,0121-1-1,1,1,2022/3/10,HH,4,Myctophidae,Tarletonbeania,Tarletonbeania crenularis,5,1,5,,#DIV/0!,D,Hatfield,NH,,,,,
121,0121-1-1,1,1,2022/3/10,HH,4,Bathylagidae,Lipolagus,Lipolagus ochotensis,8,1,8,,#DIV/0!,E,Hatfield,NH,,,,,
121,0121-1-1,1,1,2022/3/10,HH,4,Bathylagidae,Bathylagus,Bathylagus pacificus,1,1,1,,#DIV/0!,F,Hatfield,NH,,,,,
121,0121-1-2,1,2,2022/3/10,HH,4,Myctophidae,Tarletonbeania,Tarletonbeania crenularis,16,1,16,,#DIV/0!,A,Hatfield,NH,,,,,
121,0121-1-2,1,2,2022/3/10,HH,4,Myctophidae,Stenobrachius,Stenobrachius leucopsarus,12,1,12,,#DIV/0!,B,Hatfield,NH,,,,,
121,0121-1-2,1,2,2022/3/10,HH,4,Bathylagidae,Lipolagus,Lipolagus ochotensis,34,1,34,,#DIV/0!,C,Hatfield,NH,,,,,
121,0121-1-2,1,2,2022/3/10,HH,4,Scorpaenidae,Sebastes,Sebastes spp.,2,1,2,,#DIV/0!,D,Hatfield,NH,,,,,
121,0121-1-2,1,2,2022/3/10,HH,4,Microstomatidae,Nansenia,Nansenia candida,1,1,1,,,E,Hatfield,NH,,,,,
121,0121-1-2,1,2,2022/3/10,HH,4,Damaged,Damaged,Damaged,1,1,1,,,F,Hatfield,NH,,,,,
121,0121-1-3,1,3,2022/3/10,HH,4,Myctophidae,Stenobrachius,Stenobrachius leucopsarus,36,1,36,,#DIV/0!,A,Hatfield,EC,,,,,
121,0121-1-3,1,3,2022/3/10,HH,4,Damaged,Damaged,Damaged,9,1,9,,#DIV/0!,B,Hatfield,EC,,,,,
121,0121-1-3,1,3,2022/3/10,HH,4,Myctophidae,Tarletonbeania,Tarletonbeania crenularis,4,1,4,,#DIV/0!,C,Hatfield,EC,,,,,
121,0121-1-3,1,3,2022/3/10,HH,4,Scorpaenidae,Sebastes,Sebastes spp.,36,1,36,,#DIV/0!,D,Hatfield,EC,,,,,
121,0121-1-4,1,4,2022/3/10,HH,4,Bathylagidae,Lipolagus,Lipolagus ochotensis,2,2,4,,#DIV/0!,A,Hatfield,NH,,,,,
121,0121-1-4,1,4,2022/3/10,HH,4,Unknown,Unknown,Unknown,1,2,2,,#DIV/0!,B,Hatfield,NH,,,,,
121,0121-1-4,1,4,2022/3/10,HH,4,Merlucciidae,Merluccius,Merluccius productus,1,2,2,,#DIV/0!,C,Hatfield,NH,,,,,
121,0121-1-4,1,4,2022/3/10,HH,4,Myctophidae,Tarletonbeania,Tarletonbeania crenularis,1,2,2,,#DIV/0!,D,Hatfield,NH,,,,,
121,0121-1-4,1,4,2022/3/10,HH,4,Scorpaenidae,Sebastes,Sebastes spp.,23,2,46,,#DIV/0!,E,Hatfield,NH,,,,,
121,0121-1-4,1,4,2022/3/10,HH,4,Myctophidae,Stenobrachius,Stenobrachius leucopsarus,5,2,10,,#DIV/0!,F,Hatfield,NH,,,,,
121,121-1-4*,1,4*,2022/3/10,HH,4,Bathylagidae,Lipolagus,Lipolagus ochotensis,1,NA,#VALUE!,,#VALUE!,Ap,Hatfield,EC,,,,,
121,121-1-4*,1,4*,2022/3/10,HH,4,Myctophidae,Stenobrachius,Stenobrachius leucopsarus,3,NA,#VALUE!,,#VALUE!,Bp,Hatfield,EC,,,,,
121,121-1-4*,1,4*,2022/3/10,HH,4,Scorpaenidae,Sebastes,Sebastes spp.,13,NA,#VALUE!,,#VALUE!,Cp,Hatfield,EC,,,,,
121,121-4-0,4,0,2022/3/10,HH,4,Cottidae,Hemilepidotus,Hemilepidotus spp.,8,1,8,,#DIV/0!,A,Hatfield,EC,,,,,
121,121-4-0,4,0,2022/3/10,HH,4,Myctophidae,Tarletonbeania,Tarletonbeania crenularis,12,1,12,,#DIV/0!,B,Hatfield,EC,,,,,
121,121-4-0,4,0,2022/3/10,HH,4,Bathylagidae,Lipolagus,Lipolagus ochotensis,9,1,9,,#DIV/0!,C,Hatfield,EC,,,,,
121,121-4-0,4,0,2022/3/10,HH,4,Myctophidae,Stenobrachius,Stenobrachius leucopsarus,17,1,17,,#DIV/0!,D,Hatfield,EC,,,,,
121,121-4-0,4,0,2022/3/10,HH,4,Scorpaenidae,Sebastes,Sebastes spp.,50,1,50,,#DIV/0!,E,Hatfield,EC,,,,,
121,121-4-0,4,0,2022/3/10,HH,4,Damaged,Damaged,Damaged,1,1,1,,,F,Hatfield,EC,,,,,
121,121-4-0,4,0,2022/3/10,HH,4,Pleuronectidae,Microstomus,Microstomus pacificus,1,1,1,,,G,Hatfield,EC,,,,,
121,0121-4-1,4,1,2022/3/10,HH,4,Myctophidae,Tarletonbeania,Tarletonbeania crenularis,5,1,5,,#DIV/0!,A,Hatfield,NH,,,,,
121,0121-4-1,4,1,2022/3/10,HH,4,Myctophidae,Stenobrachius,Stenobrachius leucopsarus,1,1,1,,#DIV/0!,B,Hatfield,NH,,,,,
121,0121-4-1,4,1,2022/3/10,HH,4,Bathylagidae,Lipolagus,Lipolagus ochotensis,8,1,8,,#DIV/0!,C,Hatfield,NH,,,,,
121,0121-4-1,4,1,2022/3/10,HH,4,Stomiidae,Chauliodus,Chauliodus macouni,1,1,1,,#DIV/0!,D,Hatfield,NH,,,,,
121,0121-4-1,4,1,2022/3/10,HH,4,Damaged,Damaged,Damaged,1,1,1,,#DIV/0!,E,Hatfield,NH,,,,,
121,0121-4-2,4,2,2022/3/10,HH,4,Bathylagidae,Lipolagus,Lipolagus ochotensis,5,1,5,,#DIV/0!,A,Hatfield,EC,,,,,
121,0121-4-2,4,2,2022/3/10,HH,4,Myctophidae,Tarletonbeania,Tarletonbeania crenularis,24,1,24,,#DIV/0!,B,Hatfield,EC,,,,,
121,0121-4-2,4,2,2022/3/10,HH,4,Unknown,Unknown,Unknown,2,1,2,,#DIV/0!,C,Hatfield,EC,,,,,
121,0121-4-2,4,2,2022/3/10,HH,4,Myctophidae,Stenobrachius,Stenobrachius leucopsarus,7,1,7,,#DIV/0!,D,Hatfield,EC,,,,,
121,0121-4-2,4,2,2022/3/10,HH,4,Damaged,Damaged,Damaged,1,1,1,,#DIV/0!,E,Hatfield,EC,,,,,
121,0121-4-3,4,3,2022/3/10,HH,4,Myctophidae,Tarletonbeania,Tarletonbeania crenularis,11,1,11,,#DIV/0!,A,Hatfield,NH,,,,,
121,0121-4-3,4,3,2022/3/10,HH,4,Myctophidae,Stenobrachius,Stenobrachius leucopsarus,52,1,52,,#DIV/0!,B,Hatfield,NH,,,,,
121,0121-4-3,4,3,2022/3/10,HH,4,Scorpaenidae,Sebastes,Sebastes spp.,3,1,3,,#DIV/0!,C,Hatfield,NH,,,,,
121,0121-4-3,4,3,2022/3/10,HH,4,Paralepididae,Lestidiops,Lestidiops ringens,1,1,1,,#DIV/0!,D,Hatfield,NH,,,,,
121,0121-4-3,4,3,2022/3/10,HH,4,Damaged,Damaged,Damaged,1,1,1,,#DIV/0!,E,Hatfield,NH,,,,,
121,0121-4-3,4,3,2022/3/10,HH,4,Damaged,Damaged,Damaged,4,1,4,,#DIV/0!,F,Hatfield,NH,desiccated,,,,
121,0121-4-3,4,3,2022/3/10,HH,4,Trachipteridae,Trachipterus,Trachipterus altivelis,1,1,1,,#DIV/0!,G,Hatfield,NH,,,,,
121,0121-4-3,4,3,2022/3/10,HH,4,Ophidiidae,Ophiodon,Ophiodon elongatus,1,1,1,,#DIV/0!,H,Hatfield,NH,Ophidion spp./ Ophidiidae spp. could be added too,,,,
121,0121-4-4,4,4,2022/3/10,HH,4,Myctophidae,Tarletonbeania,Tarletonbeania crenularis,4,1,4,,#DIV/0!,A,Hatfield,NH,,,,,
121,0121-4-4,4,4,2022/3/10,HH,4,Myctophidae,Stenobrachius,Stenobrachius leucopsarus,15,1,15,,#DIV/0!,B,Hatfield,NH,,,,,
121,0121-4-4,4,4,2022/3/10,HH,4,Scorpaenidae,Sebastes,Sebastes spp.,30,1,30,,#DIV/0!,C,Hatfield,NH,,,,,
121,0121-4-4,4,4,2022/3/10,HH,4,Bathylagidae,Lipolagus,Lipolagus ochotensis,6,1,6,,#DIV/0!,D,Hatfield,NH,,,,,
121,0121-4-4,4,4,2022/3/10,HH,4,Liparidae,Liparis,Liparis spp.,3,1,3,,#DIV/0!,E,Hatfield,NH,,,,,
121,0121-4-4,4,4,2022/3/10,HH,4,Cottidae,Hemilepidotus,Hemilepidotus spp.,1,1,1,,#DIV/0!,F,Hatfield,NH,,,,,
121,0121-4-4,4,4,2022/3/10,HH,4,Ammodytidae,Ammodytes,Ammodytes spp.,1,1,1,,#DIV/0!,G,Hatfield,NH,,,,,
121,0121-4-4,4,4,2022/3/10,HH,4,Macrouridae,,,1,1,1,,#DIV/0!,H,Hatfield,NH,"macrouridae, and macrourid spp. can be added ",,,,
121,0121-4-4,4,4,2022/3/10,HH,4,Damaged,Damaged,Damaged,2,1,2,,#DIV/0!,I,Hatfield,NH,,,,,
122,122-1-0,1,0,2022/3/10,HH,3,Pleuronectidae,Glyptocephalus,Glyptocephalus zachirus,14,2,28,,#DIV/0!,A,Hatfield,EC,,,,,
122,122-1-0,1,0,2022/3/10,HH,3,Bathylagidae,Lipolagus,Lipolagus ochotensis,1,2,2,,#DIV/0!,B,Hatfield,EC,,,,,
122,122-1-0,1,0,2022/3/10,HH,3,Cottidae,Hemilepidotus,Hemilepidotus spinosus,1,2,2,,#DIV/0!,C,Hatfield,EC,,,,,
122,122-1-0,1,0,2022/3/10,HH,3,Unknown,Unknown,Unknown,5,2,10,,#DIV/0!,D,Hatfield,EC,pleuronectidae,,,,
122,122-1-0,1,0,2022/3/10,HH,3,Scorpaenidae,Sebastes,Sebastes spp.,64,2,128,,#DIV/0!,E,Hatfield,EC,,,,,
122,0122-1-1,1,1,2022/3/10,HH,3,Pleuronectidae,Glyptocephalus,Glyptocephalus zachirus,1,1,1,,#DIV/0!,A,Hatfield,NH,,,,,
122,0122-1-1,1,1,2022/3/10,HH,3,Agonidae,Xeneretmus,Xeneretmus spp.,1,1,1,,#DIV/0!,B,Hatfield,NH,,,,,
122,0122-1-1,1,1,2022/3/10,HH,3,Scorpaenidae,Sebastes,Sebastes spp.,10,1,10,,#DIV/0!,C,Hatfield,NH,,,,,
122,0122-1-1,1,1,2022/3/10,HH,3,Myctophidae,Stenobrachius,Stenobrachius leucopsarus,1,1,1,,#DIV/0!,D,Hatfield,NH,,,,,
122,0122-1-1,1,1,2022/3/10,HH,3,Damaged,Damaged,Damaged,2,1,2,,#DIV/0!,E,Hatfield,NH,,,,,
122,0122-1-2,1,2,2022/3/10,HH,3,Unknown,Unknown,Unknown,2,1,2,,#DIV/0!,A,Hatfield,EC,pleuronectidae,,,,
122,0122-1-2,1,2,2022/3/10,HH,3,Scorpaenidae,Sebastes,Sebastes spp.,9,1,9,,#DIV/0!,B,Hatfield,EC,,,,,
122,0122-1-2,1,2,2022/3/10,HH,3,Cottidae,Cottid spp.,Cottidae spp.,1,1,1,,#DIV/0!,C,Hatfield,EC,,,,,
122,0122-1-2,1,2,2022/3/10,HH,3,Agonidae,Agonidae spp.,Agonidae spp.,1,1,1,,,D,Hatfield,NH,,,,,
122,0122-1-2,1,2,2022/3/10,HH,3,Damaged,Damaged,Damaged,1,1,1,,,E,Hatfield,NH,,,,,
122,0122-1-3,1,3,2022/3/10,HH,3,Pleuronectidae,Glyptocephalus,Glyptocephalus zachirus,1,1,1,,#DIV/0!,A,Hatfield,EC,,,,,
122,0122-1-3,1,3,2022/3/10,HH,3,Scorpaenidae,Sebastes,Sebastes spp.,25,1,25,,#DIV/0!,B,Hatfield,EC,,,,,
122,0122-1-3,1,3,2022/3/10,HH,3,Damaged,Damaged,Damaged,8,1,8,,#DIV/0!,C,Hatfield,EC,,,,,
122,0122-1-4,1,4,2022/3/10,HH,3,Pleuronectidae,Glyptocephalus,Glyptocephalus zachirus,10,2,20,,#DIV/0!,A,Hatfield,NH,,,,,
122,0122-1-4,1,4,2022/3/10,HH,3,Scorpaenidae,Sebastes,Sebastes spp.,78,2,156,,#DIV/0!,B,Hatfield,NH,,,,,
122,0122-1-4,1,4,2022/3/10,HH,3,Damaged,Damaged,Damaged,5,2,10,,#DIV/0!,C,Hatfield,NH,,,,,
122,122-1-4*,1,4*,2022/3/10,HH,3,Pleuronectidae,Glyptocephalus,Glyptocephalus zachirus,1,NA,#VALUE!,,#VALUE!,Ap,Hatfield,NH,,,,,
122,122-1-4*,1,4*,2022/3/10,HH,3,Scorpaenidae,Sebastes,Sebastes spp.,20,NA,#VALUE!,,#VALUE!,Bp,Hatfield,NH,,,,,
122,122-1-4*,1,4*,2022/3/10,HH,3,Damaged,Damaged,Damaged,2,NA,#VALUE!,,#VALUE!,Cp,Hatfield,NH,,,,,
122,122-4-0,4,0,2022/3/10,HH,3,Agonidae,Agonidae spp.,Agonidae spp.,1,1,1,,#DIV/0!,A,Hatfield,NH,,,,,
122,122-4-0,4,0,2022/3/10,HH,3,Pleuronectidae,Glyptocephalus,Glyptocephalus zachirus,7,1,7,,#DIV/0!,B,Hatfield,NH,"an egg was in the fish vial, i included it in this vial",,,,
122,122-4-0,4,0,2022/3/10,HH,3,Scorpaenidae,Sebastes,Sebastes spp.,15,1,15,,#DIV/0!,C,Hatfield,NH,,,,,
122,122-4-0,4,0,2022/3/10,HH,3,Cottidae,Cottid spp.,Cottidae spp.,1,1,1,,#DIV/0!,D,Hatfield,NH,,,,,
122,122-4-0,4,0,2022/3/10,HH,3,Pleuronectidae,Eopsetta,Eopsetta jordani,1,1,1,,#DIV/0!,E,Hatfield,NH,,,,,
122,122-4-0,4,0,2022/3/10,HH,3,Damaged,Damaged,Damaged,1,1,1,,#DIV/0!,F,Hatfield,NH,,,,,
122,0122-4-1,4,1,2022/3/10,HH,3,No fish,No fish,No fish,0,1,0,,#DIV/0!,0,Hatfield,NH,,,,,
122,0122-4-2,4,2,2022/3/10,HH,3,Cottidae,Cottid spp.,Cottidae spp.,1,1,1,,#DIV/0!,A,Hatfield,NH,Paracelinus sp.,,,,
122,0122-4-2,4,2,2022/3/10,HH,3,Damaged,Damaged,Damaged,1,1,1,,#DIV/0!,B,Hatfield,NH,,,,,
122,0122-4-3,4,3,2022/3/10,HH,3,Pleuronectidae,Glyptocephalus,Glyptocephalus zachirus,12,1,12,,#DIV/0!,A,Hatfield,NH,,,,,
122,0122-4-3,4,3,2022/3/10,HH,3,Liparidae,Liparis,Liparis spp.,1,1,1,,#DIV/0!,B,Hatfield,NH,,,,,
122,0122-4-3,4,3,2022/3/10,HH,3,Scorpaenidae,Sebastes,Sebastes spp.,15,1,15,,#DIV/0!,C,Hatfield,NH,,,,,
122,0122-4-3,4,3,2022/3/10,HH,3,Damaged,Damaged,Damaged,1,1,1,,#DIV/0!,D,Hatfield,NH,,,,,
122,0122-4-4,4,4,2022/3/10,HH,3,No fish,No fish,No fish,0,1,0,,#DIV/0!,0,Hatfield,NH,,,,,
123,123-1-0,1,0,2022/3/10,HH,2,Pleuronectidae,Glyptocephalus,Glyptocephalus zachirus,1,2,2,,#DIV/0!,A,Hatfield,NH,,,,,
123,123-1-0,1,0,2022/3/10,HH,2,Pleuronectidae,Parophrys,Parophrys vetulus,1,2,2,,#DIV/0!,B,Hatfield,NH,,,,,
123,123-1-0,1,0,2022/3/10,HH,2,Scorpaenidae,Sebastes,Sebastes spp.,2,2,4,,#DIV/0!,C,Hatfield,NH,,,,,
123,123-1-0,1,0,2022/3/10,HH,2,Pleuronectidae,Psettichthys,Psettichthys melanostictus,1,2,2,,#DIV/0!,D,Hatfield,NH,,,,,
123,123-1-0,1,0,2022/3/10,HH,2,Unknown,Unknown,Unknown,2,2,4,,#DIV/0!,E,Hatfield,NH,small,,,,
123,123-1-0,1,0,2022/3/10,HH,2,Cottidae,Scorpaenichthys,Scorpaenichthys marmoratus,1,2,2,,#DIV/0!,F,Hatfield,NH,,,,,
123,0123-1-1,1,1,2022/3/10,HH,2,Liparidae,Liparis,Liparis spp.,1,1,1,,#DIV/0!,A,Hatfield,NH,,,,,
123,0123-1-1,1,1,2022/3/10,HH,2,Agonidae,,,,1,0,,#DIV/0!,B,Hatfield,NH,Bathyagonus pentacanthus - genus and species to be added,,,,
123,0123-1-1,1,1,2022/3/10,HH,2,Cottidae,Radulinus,Radulinus asprellus,1,1,1,,#DIV/0!,C,Hatfield,NH,sp.,,,,
123,0123-1-1,1,1,2022/3/10,HH,2,Unknown,Unknown,Unknown,2,1,2,,#DIV/0!,D,Hatfield,NH,ophidiidae?,,,,
123,0123-1-1,1,1,2022/3/10,HH,2,Damaged,Damaged,Damaged,4,1,4,,#DIV/0!,E,Hatfield,NH,tiny,,,,
123,0123-1-1,1,1,2022/3/10,HH,2,Unknown,Unknown,Unknown,6,1,6,,#DIV/0!,F,Hatfield,NH,"small, unpigmented eyes",,,,
123,0123-1-2,1,2,2022/3/10,HH,2,Pleuronectidae,Isopsetta,Isopsetta isolepis,1,1,1,,#DIV/0!,A,Hatfield,NH,,,,,
123,0123-1-2,1,2,2022/3/10,HH,2,Pleuronectidae,Lyopsetta,Lyopsetta exilis,13,1,13,,#DIV/0!,B,Hatfield,NH,,,,,
123,0123-1-2,1,2,2022/3/10,HH,2,Damaged,Damaged,Damaged,5,1,5,,#DIV/0!,C,Hatfield,NH,,,,,
123,0123-1-3,1,3,2022/3/10,HH,2,Pleuronectidae,Lyopsetta,Lyopsetta exilis,3,1,3,,#DIV/0!,A,Hatfield,NH,,,,,
123,0123-1-3,1,3,2022/3/10,HH,2,Pleuronectidae,Parophrys,Parophrys vetulus,1,1,1,,#DIV/0!,B,Hatfield,NH,,,,,
123,0123-1-3,1,3,2022/3/10,HH,2,Damaged,Damaged,Damaged,2,1,2,,#DIV/0!,C,Hatfield,NH,,,,,
123,0123-1-3,1,3,2022/3/10,HH,2,Scorpaenidae,Sebastes,Sebastes spp.,1,1,1,,,E,Hatfield,NH,,,,,
123,0123-1-4,1,4,2022/3/10,HH,2,Pleuronectidae,Glyptocephalus,Glyptocephalus zachirus,3,2,6,,#DIV/0!,A,Hatfield,NH,,,,,
123,0123-1-4,1,4,2022/3/10,HH,2,Cottidae,Scorpaenichthys,Scorpaenichthys marmoratus,1,2,2,,#DIV/0!,B,Hatfield,NH,,,,,
123,0123-1-4,1,4,2022/3/10,HH,2,Hexagrammidae,Hexagrammos,Hexagrammos decagrammus,1,2,2,,#DIV/0!,C,Hatfield,NH,,,,,
123,0123-1-4,1,4,2022/3/10,HH,2,Pleuronectidae,Lyopsetta,Lyopsetta exilis,1,2,2,,#DIV/0!,D,Hatfield,NH,,,,,
123,0123-1-4,1,4,2022/3/10,HH,2,Pleuronectidae,Parophrys,Parophrys vetulus,2,2,4,,#DIV/0!,E,Hatfield,NH,,,,,
123,0123-1-4,1,4,2022/3/10,HH,2,Damaged,Damaged,Damaged,1,2,2,,#DIV/0!,F,Hatfield,NH,,,,,
123,0123-1-4,1,4,2022/3/10,HH,2,Scorpaenidae,Sebastes,Sebastes spp.,1,2,2,,,G,Hatfield,NH,,,,,
123,123-1-4*,1,4*,2022/3/10,HH,2,Damaged,Damaged,Damaged,2,NA,#VALUE!,,#VALUE!,Ap,Hatfield,NH,,,,,
123,123-1-4*,1,4*,2022/3/10,HH,2,Scorpaenidae,Sebastes,Sebastes spp.,3,NA,#VALUE!,,#VALUE!,Bp,Hatfield,NH,,,,,
123,123-1-4*,1,4*,2022/3/10,HH,2,Pleuronectidae,Parophrys,Parophrys vetulus,1,NA,#VALUE!,,#VALUE!,Cp,Hatfield,NH,,,,,
123,123-4-0,4,0,2022/3/10,HH,2,Gadidae,Microgadus,Microgadus proximus,2,1,2,,#DIV/0!,A,Hatfield,EC,,,,,
123,123-4-0,4,0,2022/3/10,HH,2,Pleuronectidae,Glyptocephalus,Glyptocephalus zachirus,1,1,1,,#DIV/0!,B,Hatfield,EC,,,,,
123,123-4-0,4,0,2022/3/10,HH,2,Pleuronectidae,Parophrys,Parophrys vetulus,1,1,1,,#DIV/0!,C,Hatfield,EC,,,,,
123,123-4-0,4,0,2022/3/10,HH,2,Scorpaenidae,Sebastes,Sebastes spp.,1,1,1,,#DIV/0!,D,Hatfield,EC,,,,,
123,0123-4-1,4,1,2022/3/10,HH,2,Pleuronectidae,Glyptocephalus,Glyptocephalus zachirus,2,1,2,,#DIV/0!,A,Hatfield,NH,,,,,
123,0123-4-1,4,1,2022/3/10,HH,2,Liparidae,Liparis,Liparis spp.,3,1,3,,#DIV/0!,B,Hatfield,NH,,,,,
123,0123-4-1,4,1,2022/3/10,HH,2,Cottidae,Cottid spp.,Cottidae spp.,1,1,1,,#DIV/0!,C,Hatfield,NH,,,,,
