haul,haul.number,moc,net.number,date,transect,station,family,genus,species,number.of.individuals.raw,split.multiplier,number.of.individuals.adjusted,volume.filtered.m3,concentration.1000m3,vial.letter,fish.box.location,id.by,notes
322,0322-4-2,4,2,2023/2/26,HH,3,Scorpaenidae,Sebastes,Sebastes spp.,1,1,1,,#DIV/0!,D,Hatfield,NH,
322,0322-4-2,4,2,2023/2/26,HH,3,Damaged,Damaged,Damaged,1,1,1,,#DIV/0!,E,Hatfield,NH,
322,0322-4-3,4,3,2023/2/26,HH,3,Liparidae,Liparis,Liparis spp.,6,1,6,,#DIV/0!,A,Hatfield,NH,
322,0322-4-3,4,3,2023/2/26,HH,3,Pleuronectidae,Parophrys,Parophrys vetulus,21,1,21,,#DIV/0!,B,Hatfield,NH,
322,0322-4-3,4,3,2023/2/26,HH,3,Pleuronectidae,Isopsetta,Isopsetta isolepis,6,1,6,,#DIV/0!,C,Hatfield,NH,
322,0322-4-3,4,3,2023/2/26,HH,3,Cottidae,Cottid spp.,Cottidae spp.,1,1,1,,#DIV/0!,D,Hatfield,NH,
322,0322-4-3,4,3,2023/2/26,HH,3,Ammodytidae,Ammodytes,Ammodytes spp.,1,1,1,,#DIV/0!,E,Hatfield,NH,
322,0322-4-3,4,3,2023/2/26,HH,3,Damaged,Damaged,Damaged,3,1,3,,#DIV/0!,F,Hatfield,NH,
322,0322-4-4,4,4,2023/2/26,HH,3,Ammodytidae,Ammodytes,Ammodytes spp.,30,1,30,,#DIV/0!,A,Hatfield,NH,
322,0322-4-4,4,4,2023/2/26,HH,3,Pleuronectidae,Parophrys,Parophrys vetulus,15,1,15,,#DIV/0!,B,Hatfield,NH,
322,0322-4-4,4,4,2023/2/26,HH,3,Pleuronectidae,Glyptocephalus,Glyptocephalus zachirus,1,1,1,,#DIV/0!,C,Hatfield,NH,
322,0322-4-4,4,4,2023/2/26,HH,3,Pleuronectidae,Isopsetta,Isopsetta isolepis,2,1,2,,#DIV/0!,D,Hatfield,NH,
322,0322-4-4,4,4,2023/2/26,HH,3,Myctophidae,Stenobrachius,Stenobrachius leucopsarus,4,1,4,,#DIV/0!,E,Hatfield,NH,
322,0322-4-4,4,4,2023/2/26,HH,3,Scorpaenidae,Sebastes,Sebastes spp.,10,1,10,,#DIV/0!,F,Hatfield,NH,
322,0322-4-4,4,4,2023/2/26,HH,3,Gadidae,Microgadus,Microgadus proximus,1,1,1,,#DIV/0!,G,Hatfield,NH,
322,0322-4-4,4,4,2023/2/26,HH,3,Hexagrammidae,Ophiodon,Ophiodon elongatus,4,1,4,,#DIV/0!,H,Hatfield,NH,
322,0322-4-4,4,4,2023/2/26,HH,3,Cottidae,Scorpaenichthys,Scorpaenichthys marmoratus,1,1,1,,#DIV/0!,I,Hatfield,NH,
322,0322-4-4,4,4,2023/2/26,HH,3,Damaged,Damaged,Damaged,2,1,2,,#DIV/0!,J,Hatfield,NH,
323,323-1-0,1,0,2023/2/26,HH,2,Ammodytidae,Ammodytes,Ammodytes spp.,7,2,,,,A,Hatfield,NH,
323,323-1-0,1,0,2023/2/26,HH,2,Pleuronectidae,Parophrys,Parophrys vetulus,41,2,,,,B,Hatfield,NH,
323,323-1-0,1,0,2023/2/26,HH,2,Osmeridae,Osmerid spp.,Osmerid spp.,3,2,,,,C,Hatfield,NH,
323,323-1-0,1,0,2023/2/26,HH,2,Cottidae,Cottid spp.,Cottidae spp.,4,2,,,,D,Hatfield,NH,
323,323-1-0,1,0,2023/2/26,HH,2,Liparidae,Liparis,Liparis fucensis,1,2,,,,E,Hatfield,NH,
323,323-1-0,1,0,2023/2/26,HH,2,Stichaeidae,Chirolophis,Chirolophis spp.,1,2,,,,F,Hatfield,NH,
323,323-1-0,1,0,2023/2/26,HH,2,Pleuronectidae,Isopsetta,Isopsetta isolepis,4,2,,,,G,Hatfield,NH,
323,323-1-0,1,0,2023/2/26,HH,2,Damaged,Damaged,Damaged,3,2,,,,H,Hatfield,NH,
323,0323-1-1,1,1,2023/2/26,HH,2,Cottidae,Cottid spp.,Cottidae spp.,1,1,1,,#DIV/0!,A,Hatfield,NH,
323,0323-1-1,1,1,2023/2/26,HH,2,Pleuronectidae,Parophrys,Parophrys vetulus,6,1,6,,#DIV/0!,B,Hatfield,NH,
323,0323-1-1,1,1,2023/2/26,HH,2,Stichaeidae,Plectobranchus,Plectobranchus evides,1,1,1,,#DIV/0!,C,Hatfield,NH,
323,0323-1-1,1,1,2023/2/26,HH,2,Hexagrammidae,Hexagrammidae spp.,Hexagrammidae spp.,1,1,1,,#DIV/0!,D,Hatfield,NH,
323,0323-1-1,1,1,2023/2/26,HH,2,Damaged,Damaged,Damaged,2,1,2,,#DIV/0!,E,Hatfield,NH,
323,0323-1-2,1,2,2023/2/26,HH,2,Pleuronectidae,Parophrys,Parophrys vetulus,1,1,1,,#DIV/0!,A,Hatfield,NH,
323,0323-1-3,1,3,2023/2/26,HH,2,Pleuronectidae,Isopsetta,Isopsetta isolepis,1,1,1,,#DIV/0!,A,Hatfield,NH,
323,0323-1-4,1,4,2023/2/26,HH,2,Ammodytidae,Ammodytes,Ammodytes spp.,9,2,18,,#DIV/0!,A,Hatfield,NH,
323,0323-1-4,1,4,2023/2/26,HH,2,Pleuronectidae,Parophrys,Parophrys vetulus,55,2,110,,#DIV/0!,B,Hatfield,NH,
323,0323-1-4,1,4,2023/2/26,HH,2,Pleuronectidae,Isopsetta,Isopsetta isolepis,5,2,10,,#DIV/0!,C,Hatfield,NH,
323,0323-1-4,1,4,2023/2/26,HH,2,Liparidae,Liparis,Liparis fucensis,1,2,2,,#DIV/0!,D,Hatfield,NH,
323,0323-1-4,1,4,2023/2/26,HH,2,Hexagrammidae,Ophiodon,Ophiodon elongatus,1,2,2,,#DIV/0!,E,Hatfield,NH,
323,0323-1-4,1,4,2023/2/26,HH,2,Hexagrammidae,Hexagrammidae spp.,Hexagrammidae spp.,1,2,2,,#DIV/0!,F,Hatfield,NH,
323,0323-1-4,1,4,2023/2/26,HH,2,Cottidae,Cottid spp.,Cottidae spp.,1,2,2,,#DIV/0!,G,Hatfield,NH,Ruscarius meanyi
323,323-4-0,4,0,2023/2/26,HH,2,Ammodytidae,Ammodytes,Ammodytes spp.,16,1,,,,A,Hatfield,NH,
323,323-4-0,4,0,2023/2/26,HH,2,Pleuronectidae,Parophrys,Parophrys vetulus,93,1,,,,B,Hatfield,NH,
323,323-4-0,4,0,2023/2/26,HH,2,Pleuronectidae,Isopsetta,Isopsetta isolepis,5,1,,,,C,Hatfield,NH,
323,323-4-0,4,0,2023/2/26,HH,2,Cottidae,Cottid spp.,Cottid spp. ,13,1,,,,D,Hatfield,NH,
323,323-4-0,4,0,2023/2/26,HH,2,Scorpaenidae,Sebastes,Sebastes spp.,1,1,,,,E,Hatfield,NH,
323,323-4-0,4,0,2023/2/26,HH,2,Liparidae,Liparis,Liparis spp.,1,1,,,,F,Hatfield,NH,
323,323-4-0,4,0,2023/2/26,HH,2,Cottidae,Scorpaenichthys,Scorpaenichthys marmoratus,1,1,,,,G,Hatfield,NH,
323,323-4-0,4,0,2023/2/26,HH,2,Damaged,Damaged,Damaged,102,1,,,,H,Hatfield,NH,
323,0323-4-1,4,1,2023/2/26,HH,2,Agonidae,Agonidae spp.,Agonidae spp.,1,1,1,,#DIV/0!,A,Hatfield,NH,
323,0323-4-1,4,1,2023/2/26,HH,2,Pleuronectidae,Parophrys,Parophrys vetulus,3,1,3,,#DIV/0!,B,Hatfield,NH,
323,0323-4-2,4,2,2023/2/26,HH,2,Liparidae,Liparis,Liparis fucensis,1,1,1,,#DIV/0!,A,Hatfield,NH,
323,0323-4-2,4,2,2023/2/26,HH,2,Cottidae,Cottid spp.,Cottidae spp.,1,1,1,,#DIV/0!,B,Hatfield,NH,
323,0323-4-3,4,3,2023/2/26,HH,2,Agonidae,Agonidae spp.,Agonidae spp.,1,1,1,,#DIV/0!,A,Hatfield,NH,
323,0323-4-3,4,3,2023/2/26,HH,2,Damaged,Damaged,Damaged,1,1,1,,#DIV/0!,B,Hatfield,NH,
323,0323-4-4,4,4,2023/2/26,HH,2,Ammodytidae,Ammodytes,Ammodytes spp.,87,1,87,,#DIV/0!,A,Hatfield,NH,
323,0323-4-4,4,4,2023/2/26,HH,2,Pleuronectidae,Parophrys,Parophrys vetulus,313,1,313,,#DIV/0!,B,Hatfield,NH,
323,0323-4-4,4,4,2023/2/26,HH,2,Pleuronectidae,Isopsetta,Isopsetta isolepis,7,1,7,,#DIV/0!,C,Hatfield,NH,
323,0323-4-4,4,4,2023/2/26,HH,2,Pleuronectidae,Psettichthys,Psettichthys melanostictus,2,1,2,,#DIV/0!,D,Hatfield,NH,
323,0323-4-4,4,4,2023/2/26,HH,2,Pleuronectidae,Glyptocephalus,Glyptocephalus zachirus,1,1,1,,#DIV/0!,E,Hatfield,NH,
323,0323-4-4,4,4,2023/2/26,HH,2,Liparidae,Liparis,Liparis fucensis,3,1,3,,#DIV/0!,F,Hatfield,NH,
323,0323-4-4,4,4,2023/2/26,HH,2,Agonidae,Agonidae spp.,Agonidae spp.,1,1,1,,#DIV/0!,G,Hatfield,NH,
323,0323-4-4,4,4,2023/2/26,HH,2,Hexagrammidae,Ophiodon,Ophiodon elongatus,4,1,4,,#DIV/0!,H,Hatfield,NH,
323,0323-4-4,4,4,2023/2/26,HH,2,Hexagrammidae,Hexagrammidae spp.,Hexagrammidae spp.,3,1,3,,#DIV/0!,I,Hatfield,NH,
323,0323-4-4,4,4,2023/2/26,HH,2,Cottidae,Scorpaenichthys,Scorpaenichthys marmoratus,1,1,1,,#DIV/0!,J,Hatfield,NH,
323,0323-4-4,4,4,2023/2/26,HH,2,Stichaeidae,Chirolophis,Chirolophis spp.,2,1,2,,#DIV/0!,K,Hatfield,NH,
323,0323-4-4,4,4,2023/2/26,HH,2,Scorpaenidae,Sebastes,Sebastes spp.,2,1,2,,#DIV/0!,L,Hatfield,NH,
323,0323-4-4,4,4,2023/2/26,HH,2,Cottidae,Cottid spp.,Cottidae spp.,9,1,9,,#DIV/0!,M,Hatfield,NH,
323,0323-4-4,4,4,2023/2/26,HH,2,Damaged,Damaged,Damaged,8,1,8,,#DIV/0!,N,Hatfield,NH,
324,324-1-0,1,0,2023/2/26,HH,1,Osmeridae,Osmerid spp.,Osmerid spp.,6,2,,,,A,Hatfield,NH,
324,324-1-0,1,0,2023/2/26,HH,1,Pleuronectidae,Parophrys,Parophrys vetulus,79,2,,,,B,Hatfield,NH,
324,324-1-0,1,0,2023/2/26,HH,1,Pleuronectidae,Psettichthys,Psettichthys melanostictus,15,2,,,,C,Hatfield,NH,
324,324-1-0,1,0,2023/2/26,HH,1,Pleuronectidae,Isopsetta,Isopsetta isolepis,12,2,,,,D,Hatfield,NH,
324,324-1-0,1,0,2023/2/26,HH,1,Ammodytidae,Ammodytes,Ammodytes spp.,6,2,,,,E,Hatfield,NH,
324,324-1-0,1,0,2023/2/26,HH,1,Pholidae,Pholidae spp.,Pholidae spp.,1,2,,,,F,Hatfield,NH,
324,324-1-0,1,0,2023/2/26,HH,1,Gadidae,Microgadus,Microgadus proximus,2,2,,,,G,Hatfield,NH,
324,324-1-0,1,0,2023/2/26,HH,1,Unknown,Unknown,Unknown,1,2,,,,H,Hatfield,NH,resembles Bathymasterid - Rathbunella sp.
324,324-1-0,1,0,2023/2/26,HH,1,Damaged,Damaged,Damaged,5,2,,,,I,Hatfield,NH,
324,0324-1-3,1,3,2023/2/26,HH,1,Pleuronectidae,Isopsetta,Isopsetta isolepis,15,1,15,,#DIV/0!,A,Hatfield,NH,
324,0324-1-3,1,3,2023/2/26,HH,1,Pleuronectidae,Parophrys,Parophrys vetulus,79,1,79,,#DIV/0!,B,Hatfield,NH,
324,0324-1-3,1,3,2023/2/26,HH,1,Pleuronectidae,Psettichthys,Psettichthys melanostictus,3,1,3,,#DIV/0!,C,Hatfield,NH,
324,0324-1-3,1,3,2023/2/26,HH,1,Ammodytidae,Ammodytes,Ammodytes spp.,6,1,6,,#DIV/0!,D,Hatfield,NH,
324,0324-1-3,1,3,2023/2/26,HH,1,Osmeridae,Osmerid spp.,Osmerid spp.,2,1,2,,#DIV/0!,E,Hatfield,NH,
324,0324-1-3,1,3,2023/2/26,HH,1,Cottidae,Cottid spp.,Cottidae spp.,3,1,3,,#DIV/0!,F,Hatfield,NH,
324,0324-1-3,1,3,2023/2/26,HH,1,Pholidae,Pholidae spp.,Pholidae spp.,1,1,1,,#DIV/0!,G,Hatfield,NH,
324,0324-1-3,1,3,2023/2/26,HH,1,Damaged,Damaged,Damaged,6,1,6,,#DIV/0!,H,Hatfield,NH,
324,0324-1-4,1,4,2023/2/26,HH,1,Pleuronectidae,Isopsetta,Isopsetta isolepis,15,2,30,,#DIV/0!,A,Hatfield,NH,
324,0324-1-4,1,4,2023/2/26,HH,1,Pleuronectidae,Parophrys,Parophrys vetulus,35,2,70,,#DIV/0!,B,Hatfield,NH,
324,0324-1-4,1,4,2023/2/26,HH,1,Pleuronectidae,Psettichthys,Psettichthys melanostictus,2,2,4,,#DIV/0!,C,Hatfield,NH,
324,0324-1-4,1,4,2023/2/26,HH,1,Ammodytidae,Ammodytes,Ammodytes spp.,7,2,14,,#DIV/0!,D,Hatfield,NH,
324,0324-1-4,1,4,2023/2/26,HH,1,Osmeridae,Osmerid spp.,Osmerid spp.,2,2,4,,#DIV/0!,E,Hatfield,NH,
324,0324-1-4,1,4,2023/2/26,HH,1,Cottidae,Cottid spp.,Cottidae spp.,1,2,2,,#DIV/0!,F,Hatfield,NH,
324,0324-1-4,1,4,2023/2/26,HH,1,Damaged,Damaged,Damaged,3,2,6,,#DIV/0!,G,Hatfield,NH,
324,0324-1-4,1,4,2023/2/26,HH,1,Damaged,Damaged,Damaged,1,2,2,,#DIV/0!,H,Hatfield,NH,inside chaetognath
324,324-4-0,4,0,2023/2/26,HH,1,Osmeridae,Osmerid spp.,Osmerid spp.,92,1,,,,A,Hatfield,NH,
324,324-4-0,4,0,2023/2/26,HH,1,Pleuronectidae,Parophrys,Parophrys vetulus,182,1,,,,B,Hatfield,NH,
324,324-4-0,4,0,2023/2/26,HH,1,Cottidae,Cottid spp.,Cottid spp. ,6,1,,,,C,Hatfield,NH,
324,324-4-0,4,0,2023/2/26,HH,1,Pleuronectidae,Psettichthys,Psettichthys melanostictus,9,1,,,,D,Hatfield,NH,
324,324-4-0,4,0,2023/2/26,HH,1,Pleuronectidae,Isopsetta,Isopsetta isolepis,2,1,,,,E,Hatfield,NH,
324,324-4-0,4,0,2023/2/26,HH,1,Ammodytidae,Ammodytes,Ammodytes spp.,9,1,,,,F,Hatfield,NH,
324,324-4-0,4,0,2023/2/26,HH,1,Gadidae,Microgadus,Microgadus proximus,2,1,,,,G,Hatfield,NH,
324,324-4-0,4,0,2023/2/26,HH,1,Pholidae,Pholidae spp.,Pholidae spp.,1,1,,,,H,Hatfield,NH,
324,324-4-0,4,0,2023/2/26,HH,1,Damaged,Damaged,Damaged,26,1,,,,I,Hatfield,NH,
324,0324-4-3,4,3,2023/2/26,HH,1,Pleuronectidae,Psettichthys,Psettichthys melanostictus,5,1,5,,#DIV/0!,A,Hatfield,NH,
324,0324-4-3,4,3,2023/2/26,HH,1,Pleuronectidae,Parophrys,Parophrys vetulus,133,1,133,,#DIV/0!,B,Hatfield,NH,
324,0324-4-3,4,3,2023/2/26,HH,1,Cottidae,Cottid spp.,Cottidae spp.,5,1,5,,#DIV/0!,C,Hatfield,NH,
324,0324-4-3,4,3,2023/2/26,HH,1,Osmeridae,Osmerid spp.,Osmerid spp.,15,1,15,,#DIV/0!,D,Hatfield,NH,
324,0324-4-3,4,3,2023/2/26,HH,1,Ammodytidae,Ammodytes,Ammodytes spp.,5,1,5,,#DIV/0!,E,Hatfield,NH,
324,0324-4-3,4,3,2023/2/26,HH,1,Liparidae,Liparis,Liparis spp.,1,1,1,,#DIV/0!,F,Hatfield,NH,
324,0324-4-3,4,3,2023/2/26,HH,1,Damaged,Damaged,Damaged,55,1,55,,#DIV/0!,G,Hatfield,NH,
324,0324-4-4,4,3,2023/2/26,HH,1,Pleuronectidae,Psettichthys,Psettichthys melanostictus,4,1,4,,#DIV/0!,A,Hatfield,NH,
324,0324-4-4,4,3,2023/2/26,HH,1,Pleuronectidae,Parophrys,Parophrys vetulus,76,1,76,,#DIV/0!,B,Hatfield,NH,
324,0324-4-4,4,3,2023/2/26,HH,1,Pleuronectidae,Isopsetta,Isopsetta isolepis,2,1,2,,#DIV/0!,C,Hatfield,NH,
324,0324-4-4,4,3,2023/2/26,HH,1,Osmeridae,Osmerid spp.,Osmerid spp.,22,1,22,,#DIV/0!,D,Hatfield,NH,
324,0324-4-4,4,3,2023/2/26,HH,1,Ammodytidae,Ammodytes,Ammodytes spp.,2,1,2,,#DIV/0!,E,Hatfield,NH,
324,0324-4-4,4,3,2023/2/26,HH,1,Liparidae,Liparis,Liparis spp.,1,1,1,,#DIV/0!,F,Hatfield,NH,
324,0324-4-4,4,3,2023/2/26,HH,1,Gadidae,Microgadus,Microgadus proximus,1,1,1,,#DIV/0!,G,Hatfield,NH,
324,0324-4-4,4,3,2023/2/26,HH,1,Damaged,Damaged,Damaged,3,1,3,,#DIV/0!,H,Hatfield,NH,
,,,,,,,,,,,1,0,,#DIV/0!,,,,
,,,,,,,,,,,1,0,,#DIV/0!,,,,
,,,,,,,,,,,1,0,,#DIV/0!,,,,
,,,,,,,,,,,1,0,,#DIV/0!,,,,
,,,,,,,,,,,1,0,,#DIV/0!,,,,
,,,,,,,,,,,1,0,,#DIV/0!,,,,
,,,,,,,,,,,1,0,,#DIV/0!,,,,
,,,,,,,,,,,1,0,,#DIV/0!,,,,
,,,,,,,,,,,1,0,,#DIV/0!,,,,
,,,,,,,,,,,1,0,,#DIV/0!,,,,
,,,,,,,,,,,1,0,,#DIV/0!,,,,
,,,,,,,,,,,1,0,,#DIV/0!,,,,
,,,,,,,,,,,1,0,,#DIV/0!,,,,
,,,,,,,,,,,1,0,,#DIV/0!,,,,
,,,,,,,,,,,1,0,,#DIV/0!,,,,
,,,,,,,,,,,1,0,,#DIV/0!,,,,
,,,,,,,,,,,1,0,,#DIV/0!,,,,
,,,,,,,,,,,1,0,,#DIV/0!,,,,
,,,,,,,,,,,1,0,,#DIV/0!,,,,
,,,,,,,,,,,1,0,,#DIV/0!,,,,
,,,,,,,,,,,1,0,,#DIV/0!,,,,
,,,,,,,,,,,1,0,,#DIV/0!,,,,
,,,,,,,,,,,1,0,,#DIV/0!,,,,
,,,,,,,,,,,1,0,,#DIV/0!,,,,
,,,,,,,,,,,1,0,,#DIV/0!,,,,
,,,,,,,,,,,1,0,,#DIV/0!,,,,
,,,,,,,,,,,1,0,,#DIV/0!,,,,
,,,,,,,,,,,1,0,,#DIV/0!,,,,
,,,,,,,,,,,1,0,,#DIV/0!,,,,
,,,,,,,,,,,1,0,,#DIV/0!,,,,
,,,,,,,,,,,1,0,,#DIV/0!,,,,
,,,,,,,,,,,1,0,,#DIV/0!,,,,
,,,,,,,,,,,1,0,,#DIV/0!,,,,
,,,,,,,,,,,1,0,,#DIV/0!,,,,
,,,,,,,,,,,1,0,,#DIV/0!,,,,
,,,,,,,,,,,1,0,,#DIV/0!,,,,
,,,,,,,,,,,1,0,,#DIV/0!,,,,
,,,,,,,,,,,1,0,,#DIV/0!,,,,
,,,,,,,,,,,1,0,,#DIV/0!,,,,
,,,,,,,,,,,1,0,,#DIV/0!,,,,
,,,,,,,,,,,1,0,,#DIV/0!,,,,
,,,,,,,,,,,1,0,,#DIV/0!,,,,
,,,,,,,,,,,1,0,,#DIV/0!,,,,
,,,,,,,,,,,1,0,,#DIV/0!,,,,
,,,,,,,,,,,1,0,,#DIV/0!,,,,
,,,,,,,,,,,1,0,,#DIV/0!,,,,
,,,,,,,,,,,1,0,,#DIV/0!,,,,
,,,,,,,,,,,1,0,,#DIV/0!,,,,
,,,,,,,,,,,1,0,,#DIV/0!,,,,
,,,,,,,,,,,1,0,,#DIV/0!,,,,
,,,,,,,,,,,1,0,,#DIV/0!,,,,
,,,,,,,,,,,1,0,,#DIV/0!,,,,
,,,,,,,,,,,1,0,,#DIV/0!,,,,
,,,,,,,,,,,1,0,,#DIV/0!,,,,
,,,,,,,,,,,1,0,,#DIV/0!,,,,
,,,,,,,,,,,1,0,,#DIV/0!,,,,
,,,,,,,,,,,1,0,,#DIV/0!,,,,
,,,,,,,,,,,1,0,,#DIV/0!,,,,
,,,,,,,,,,,1,0,,#DIV/0!,,,,
,,,,,,,,,,,1,0,,#DIV/0!,,,,
,,,,,,,,,,,1,0,,#DIV/0!,,,,
,,,,,,,,,,,1,0,,#DIV/0!,,,,
,,,,,,,,,,,1,0,,#DIV/0!,,,,
,,,,,,,,,,,1,0,,#DIV/0!,,,,
,,,,,,,,,,,1,0,,#DIV/0!,,,,
,,,,,,,,,,,1,0,,#DIV/0!,,,,
,,,,,,,,,,,1,0,,#DIV/0!,,,,
,,,,,,,,,,,1,0,,#DIV/0!,,,,
,,,,,,,,,,,1,0,,#DIV/0!,,,,
,,,,,,,,,,,1,0,,#DIV/0!,,,,
,,,,,,,,,,,1,0,,#DIV/0!,,,,
,,,,,,,,,,,1,0,,#DIV/0!,,,,
,,,,,,,,,,,1,0,,#DIV/0!,,,,
,,,,,,,,,,,1,0,,#DIV/0!,,,,
,,,,,,,,,,,1,0,,#DIV/0!,,,,
,,,,,,,,,,,1,0,,#DIV/0!,,,,
,,,,,,,,,,,1,0,,#DIV/0!,,,,
,,,,,,,,,,,1,0,,#DIV/0!,,,,
,,,,,,,,,,,1,0,,#DIV/0!,,,,
,,,,,,,,,,,1,0,,#DIV/0!,,,,
,,,,,,,,,,,1,0,,#DIV/0!,,,,
,,,,,,,,,,,1,0,,#DIV/0!,,,,
,,,,,,,,,,,1,0,,#DIV/0!,,,,
,,,,,,,,,,,1,0,,#DIV/0!,,,,
,,,,,,,,,,,1,0,,#DIV/0!,,,,
,,,,,,,,,,,1,0,,#DIV/0!,,,,
,,,,,,,,,,,1,0,,#DIV/0!,,,,
,,,,,,,,,,,1,0,,#DIV/0!,,,,
,,,,,,,,,,,1,0,,#DIV/0!,,,,
,,,,,,,,,,,1,0,,#DIV/0!,,,,
,,,,,,,,,,,1,0,,#DIV/0!,,,,
,,,,,,,,,,,1,0,,#DIV/0!,,,,
,,,,,,,,,,,1,0,,#DIV/0!,,,,
,,,,,,,,,,,1,0,,#DIV/0!,,,,
,,,,,,,,,,,1,0,,#DIV/0!,,,,
,,,,,,,,,,,1,0,,#DIV/0!,,,,
,,,,,,,,,,,1,0,,#DIV/0!,,,,
,,,,,,,,,,,1,0,,#DIV/0!,,,,
,,,,,,,,,,,1,0,,#DIV/0!,,,,
,,,,,,,,,,,1,0,,#DIV/0!,,,,
,,,,,,,,,,,1,0,,#DIV/0!,,,,
,,,,,,,,,,,1,0,,#DIV/0!,,,,
,,,,,,,,,,,1,0,,#DIV/0!,,,,
,,,,,,,,,,,1,0,,#DIV/0!,,,,
,,,,,,,,,,,1,0,,#DIV/0!,,,,
,,,,,,,,,,,1,0,,#DIV/0!,,,,
,,,,,,,,,,,1,0,,#DIV/0!,,,,
,,,,,,,,,,,1,0,,#DIV/0!,,,,
,,,,,,,,,,,1,0,,#DIV/0!,,,,
,,,,,,,,,,,1,0,,#DIV/0!,,,,
,,,,,,,,,,,1,0,,#DIV/0!,,,,
,,,,,,,,,,,1,0,,#DIV/0!,,,,
,,,,,,,,,,,1,0,,#DIV/0!,,,,
,,,,,,,,,,,1,0,,#DIV/0!,,,,
,,,,,,,,,,,1,0,,#DIV/0!,,,,
,,,,,,,,,,,1,0,,#DIV/0!,,,,
,,,,,,,,,,,1,0,,#DIV/0!,,,,
,,,,,,,,,,,1,0,,#DIV/0!,,,,
,,,,,,,,,,,1,0,,#DIV/0!,,,,
,,,,,,,,,,,1,0,,#DIV/0!,,,,
,,,,,,,,,,,1,0,,#DIV/0!,,,,
,,,,,,,,,,,1,0,,#DIV/0!,,,,
,,,,,,,,,,,1,0,,#DIV/0!,,,,
,,,,,,,,,,,1,0,,#DIV/0!,,,,
,,,,,,,,,,,1,0,,#DIV/0!,,,,
,,,,,,,,,,,1,0,,#DIV/0!,,,,
,,,,,,,,,,,1,0,,#DIV/0!,,,,
,,,,,,,,,,,1,0,,#DIV/0!,,,,
,,,,,,,,,,,1,0,,#DIV/0!,,,,
,,,,,,,,,,,1,0,,#DIV/0!,,,,
,,,,,,,,,,,1,0,,#DIV/0!,,,,
,,,,,,,,,,,1,0,,#DIV/0!,,,,
,,,,,,,,,,,1,0,,#DIV/0!,,,,
,,,,,,,,,,,1,0,,#DIV/0!,,,,
,,,,,,,,,,,1,0,,#DIV/0!,,,,
,,,,,,,,,,,1,0,,#DIV/0!,,,,
,,,,,,,,,,,1,0,,#DIV/0!,,,,
,,,,,,,,,,,1,0,,#DIV/0!,,,,
,,,,,,,,,,,1,0,,#DIV/0!,,,,
,,,,,,,,,,,1,0,,#DIV/0!,,,,
,,,,,,,,,,,1,0,,#DIV/0!,,,,
,,,,,,,,,,,1,0,,#DIV/0!,,,,
,,,,,,,,,,,1,0,,#DIV/0!,,,,
,,,,,,,,,,,1,0,,#DIV/0!,,,,
,,,,,,,,,,,1,0,,#DIV/0!,,,,
,,,,,,,,,,,1,0,,#DIV/0!,,,,
,,,,,,,,,,,1,0,,#DIV/0!,,,,
,,,,,,,,,,,1,0,,#DIV/0!,,,,
,,,,,,,,,,,1,0,,#DIV/0!,,,,
,,,,,,,,,,,1,0,,#DIV/0!,,,,
,,,,,,,,,,,1,0,,#DIV/0!,,,,
,,,,,,,,,,,1,0,,#DIV/0!,,,,
,,,,,,,,,,,1,0,,#DIV/0!,,,,
,,,,,,,,,,,1,0,,#DIV/0!,,,,
,,,,,,,,,,,1,0,,#DIV/0!,,,,
,,,,,,,,,,,1,0,,#DIV/0!,,,,
,,,,,,,,,,,1,0,,#DIV/0!,,,,
,,,,,,,,,,,1,0,,#DIV/0!,,,,
,,,,,,,,,,,1,0,,#DIV/0!,,,,
,,,,,,,,,,,1,0,,#DIV/0!,,,,
,,,,,,,,,,,1,0,,#DIV/0!,,,,
,,,,,,,,,,,1,0,,#DIV/0!,,,,
,,,,,,,,,,,1,0,,#DIV/0!,,,,
,,,,,,,,,,,1,0,,#DIV/0!,,,,
,,,,,,,,,,,1,0,,#DIV/0!,,,,
,,,,,,,,,,,1,0,,#DIV/0!,,,,
,,,,,,,,,,,1,0,,#DIV/0!,,,,
,,,,,,,,,,,1,0,,#DIV/0!,,,,
,,,,,,,,,,,1,0,,#DIV/0!,,,,
,,,,,,,,,,,1,0,,#DIV/0!,,,,
,,,,,,,,,,,1,0,,#DIV/0!,,,,
,,,,,,,,,,,1,0,,#DIV/0!,,,,
,,,,,,,,,,,1,0,,#DIV/0!,,,,
,,,,,,,,,,,1,0,,#DIV/0!,,,,
,,,,,,,,,,,1,0,,#DIV/0!,,,,
,,,,,,,,,,,1,0,,#DIV/0!,,,,
,,,,,,,,,,,1,0,,#DIV/0!,,,,
,,,,,,,,,,,1,0,,#DIV/0!,,,,
,,,,,,,,,,,1,0,,#DIV/0!,,,,
,,,,,,,,,,,1,0,,#DIV/0!,,,,
,,,,,,,,,,,1,0,,#DIV/0!,,,,
,,,,,,,,,,,1,0,,#DIV/0!,,,,
,,,,,,,,,,,1,0,,#DIV/0!,,,,
,,,,,,,,,,,1,0,,#DIV/0!,,,,
,,,,,,,,,,,1,0,,#DIV/0!,,,,
,,,,,,,,,,,1,0,,#DIV/0!,,,,
,,,,,,,,,,,1,0,,#DIV/0!,,,,
,,,,,,,,,,,1,0,,#DIV/0!,,,,
,,,,,,,,,,,1,0,,#DIV/0!,,,,
