Haul.no,Haul,Moc,Net.no,Season,Location,Station,Transect,no.individuals.raw,family,species,split.mult,no.individuals,vial label,volume.filtered.m3,concentration.1000m3,notes
,317,4,0,winter,NH,4,MbD,1,Ammodytidae,Ammodytes spp.,1,1,f,1288.86,0.775879459,
,317,4,0,winter,NH,4,MbD,1,Unknown,Damaged,1,1,k,1288.86,0.775879459,
,317,4,0,winter,NH,4,MbD,3,Cottidae,Hemilepidotus spinosus,1,3,i,,,
,317,4,0,winter,NH,4,MbD,1,unknown,Unknown,1,1,j,,,"resembles sebastes, but pigment is different"
317-4-1,317,4,1,winter,NH,4,MbD,1,Bathylagidae,Lipolagus ochotensis,1,1,b,924.35,1.081841294,
,317,4,1,winter,NH,4,MbD,1,Myctophidae,Tarletonbeania crenularis,1,1,d,924.35,1.081841294,
,317,4,1,winter,NH,4,MbD,33,Scorpenidae,Sebastes spp.,1,33,a,924.35,35.7007627,
,317,4,1,winter,NH,4,MbD,1,Cyclopteridae,Liparis fucensis,1,1,c,924.35,1.081841294,
317-4-2,317,4,2,winter,NH,4,MbD,1,Agonidae,Unknown,1,1,e,799.54,1.250719164,
,317,4,2,winter,NH,4,MbD,2,Myctophidae,Stenobrachius leucopsarus,1,2,b,799.54,2.501438327,
,317,4,2,winter,NH,4,MbD,1,Myctophidae,Protomyctophum crockeri,1,1,c,799.54,1.250719164,
,317,4,2,winter,NH,4,MbD,12,Scorpenidae,Sebastes spp.,1,12,a,799.54,15.00862996,
,317,4,2,winter,NH,4,MbD,1,Cyclopteridae,Liparis fucensis,1,1,d,799.54,1.250719164,
317-4-3,317,4,3,winter,NH,4,MbD,1,Bathylagidae,Lipolagus ochotensis,1,1,d,780.09,1.28190337,
,317,4,3,winter,NH,4,MbD,10,Myctophidae,Stenobrachius leucopsarus,1,10,e,780.09,12.8190337,
,317,4,3,winter,NH,4,MbD,3,Myctophidae,Tarletonbeania crenularis,1,3,h,780.09,3.84571011,
,317,4,3,winter,NH,4,MbD,10,Scorpenidae,Sebastes spp.,1,10,b,780.09,12.8190337,
,317,4,3,winter,NH,4,MbD,12,Cyclopteridae,Liparis fucensis,1,12,a,780.09,15.38284044,
,317,4,3,winter,NH,4,MbD,1,Paralichthyidae,Citharichthys stigmaeus,1,1,j,780.09,1.28190337,
,317,4,3,winter,NH,4,MbD,5,Pleuronectidae,Glyptocephalus zachirus,1,5,c,780.09,6.409516851,
,317,4,3,winter,NH,4,MbD,2,Pleuronectidae,Parophrys vetulus,1,2,g,780.09,2.56380674,
,317,4,3,winter,NH,4,MbD,6,Unknown,Damaged,1,6,f,780.09,7.691420221,
,317,4,3,winter,NH,4,MbD,1,Paralepididae,Lestidiops ringens,1,1,i,780.09,1.28190337,
317-4-4,317,4,4,winter,NH,4,MbD,5,Myctophidae,Stenobrachius leucopsarus,1,5,c,951.73,5.253590829,
,317,4,4,winter,NH,4,MbD,1,Paralichthyidae,Citharichthys spp.,1,1,e,951.73,1.050718166,
,317,4,4,winter,NH,4,MbD,26,Scorpenidae,Sebastes spp.,1,26,b,951.73,27.31867231,
,317,4,4,winter,NH,4,MbD,1,Cottidae,Hemilepidotus spinosus,1,1,f,951.73,1.050718166,
,317,4,4,winter,NH,4,MbD,5,Pleuronectidae,Glyptocephalus zachirus,1,5,a,951.73,5.253590829,
,317,4,4,winter,NH,4,MbD,7,Unknown,Damaged,1,7,d,951.73,7.355027161,
318-1-0,318,1,0,winter,NH,3,MbD,1,Myctophidae,Stenobrachius leucopsarus,1,1,b,258.12,3.874167054,
,318,1,0,winter,NH,3,MbD,16,Scorpenidae,Sebastes spp.,1,16,a,258.12,61.98667287,
,318,1,0,winter,NH,3,MbD,1,Paralichthyidae,Citharichthys sordidus,1,1,d,258.12,3.874167054,
,318,1,0,winter,NH,3,MbD,1,Pleuronectidae,Glyptocephalus zachirus,1,1,c,258.12,3.874167054,
,318,1,0,winter,NH,3,MbD,4,Pleuronectidae,Parophrys vetulus,1,4,f,258.12,15.49666822,
,318,1,0,winter,NH,3,MbD,1,Ammodytidae,Ammodytes spp.,1,1,e,258.12,3.874167054,
,318,1,0,winter,NH,3,MbD,1,unknown,Unknown,1,1,g,258.12,3.874167054,tiny
,318,1,0,winter,NH,3,MbD,1,Gadidae,Microgadus proximus,1,1,h,258.12,3.874167054,
318-1-1,318,1,1,winter,NH,3,MbD,23,Scorpenidae,Sebastes spp.,1,23,a,250.88,91.67729592,
,318,1,1,winter,NH,3,MbD,1,Cyclopteridae,Liparis fucensis,1,1,c,250.88,3.985969388,
,318,1,1,winter,NH,3,MbD,1,Paralichthyidae,Citharichthys spp.,1,1,b,250.88,3.985969388,
,318,1,1,winter,NH,3,MbD,2,Unknown,Unknown,1,2,e,250.88,7.971938776,maybe Sebastes but not in great shape and tiny
,318,1,1,winter,NH,3,MbD,1,Unknown,Damaged,1,1,d,250.88,3.985969388,
318-1-2,318,1,2,winter,NH,3,MbD,2,Scorpenidae,Sebastes spp.,1,2,a,168.1,11.89767995,
,318,1,2,winter,NH,3,MbD,2,Pleuronectidae,Parophrys vetulus,1,2,b,168.1,11.89767995,
,318,1,2,winter,NH,3,MbD,4,Unknown,Damaged,1,4,c,168.1,23.7953599,
318-1-3,318,1,3,winter,NH,3,MbD,2,Myctophidae,Stenobrachius leucopsarus,1,2,b,187.74,10.65303079,
,318,1,3,winter,NH,3,MbD,3,Scorpenidae,Sebastes spp.,1,3,a,187.74,15.97954618,
,318,1,3,winter,NH,3,MbD,3,Paralichthyidae,Citharichthys sordidus,1,3,c,187.74,15.97954618,
,318,1,3,winter,NH,3,MbD,2,Unknown,Damaged,1,2,d,187.74,10.65303079,
318-1-4,318,1,4,winter,NH,3,MbD,1,Myctophidae,Stenobrachius leucopsarus,2,2,b,166.61,12.00408139,
,318,1,4,winter,NH,3,MbD,1,Myctophidae,Protomyctophum crockeri,2,2,e,166.61,12.00408139,
,318,1,4,winter,NH,3,MbD,3,Scorpenidae,Sebastes spp.,2,6,a,166.61,36.01224416,
,318,1,4,winter,NH,3,MbD,1,Paralichthyidae,Citharichthys sordidus,2,2,c,166.61,12.00408139,
,318,1,4,winter,NH,3,MbD,2,Pleuronectidae,Parophrys vetulus,2,4,f,166.61,24.00816278,
,318,1,4,winter,NH,3,MbD,2,Unknown,Damaged,2,4,d,166.61,24.00816278,
318-1-4*,318,1,4*,winter,NH,3,MbD,1,Scorpenidae,Sebastes spp.,NA,NA,,NA,NA,
318-4-0,318,4,0,winter,NH,3,MbD,1,Myctophidae,Stenobrachius leucopsarus,1,1,a,1032.49,0.968532383,
,318,4,0,winter,NH,3,MbD,1,Cryptaconthodidae ,Lyconectes aleutensis,1,1,d,1032.49,0.968532383,
,318,4,0,winter,NH,3,MbD,1,Pleuronectidae,Glyptocephalus zachirus,1,1,c,1032.49,0.968532383,
,318,4,0,winter,NH,3,MbD,16,Pleuronectidae,Parophrys vetulus,1,16,e,1032.49,15.49651813,
,318,4,0,winter,NH,3,MbD,1,Ammodytidae,Ammodytes spp.,1,1,b,1032.49,0.968532383,
,318,4,0,winter,NH,3,MbD,3,Unknown,Damaged,1,3,f,1032.49,2.905597149,
318-4-1,318,4,1,winter,NH,3,MbD,1,Myctophidae,Protomyctophum crockeri,1,1,a,1003.54,0.996472487,
,318,4,1,winter,NH,3,MbD,1,Pleuronectidae,Parophrys vetulus,1,1,c,1003.54,0.996472487,
,318,4,1,winter,NH,3,MbD,2,Unknown,Damaged,1,2,b,1003.54,1.992944975,
318-4-2,318,4,2,winter,NH,3,MbD,1,Cottidae,Radulinus asprellus,1,1,c,672.42,1.487165759,
,318,4,2,winter,NH,3,MbD,2,Pleuronectidae,Parophrys vetulus,1,2,a,672.42,2.974331519,
,318,4,2,winter,NH,3,MbD,1,Unknown,Damaged,1,1,b,672.42,1.487165759,
318-4-3,318,4,3,winter,NH,3,MbD,1,Pleuronectidae,Parophrys vetulus,1,1,a,750.95,1.331646581,
,318,4,3,winter,NH,3,MbD,1,Unknown,Damaged,1,1,b,750.95,1.331646581,
318-4-4,318,4,4,winter,NH,3,MbD,1,Scorpenidae,Sebastes spp.,1,1,a,666.45,1.500487658,
,318,4,4,winter,NH,3,MbD,2,Pleuronectidae,Glyptocephalus zachirus,1,2,b,666.45,3.000975317,
,318,4,4,winter,NH,3,MbD,3,Pleuronectidae,Parophrys vetulus,1,3,c,666.45,4.501462975,
,318,4,4,winter,NH,3,MbD,2,Unknown,Damaged,1,2,d,666.45,3.000975317,
319-1-0,319,1,0,winter,NH,2,MbD,2,Pleuronectidae,Isopsetta isolepis,1,2,a,275.62,7.256367462,
,319,1,0,winter,NH,2,MbD,1,Scorpenidae,Sebastes spp.,1,1,e,275.62,3.628183731,
,319,1,0,winter,NH,2,MbD,1,Cottidae,Cottidae spp.,1,1,f,275.62,3.628183731,
,319,1,0,winter,NH,2,MbD,61,Pleuronectidae,Parophrys vetulus,1,61,i,275.62,221.3192076,
,319,1,0,winter,NH,2,MbD,1,Pleuronectidae,Psettichthys melanostictus,1,1,b,275.62,3.628183731,
,319,1,0,winter,NH,2,MbD,1,Ammodytidae,Ammodytes spp.,1,1,c,275.62,3.628183731,
,319,1,0,winter,NH,2,MbD,2,Unknown,Damaged,1,2,d,275.62,7.256367462,
,319,1,0,winter,NH,2,MbD,1,Stichaeidae,Stichaeidae spp.,1,1,j,,,
,319,1,0,winter,NH,2,MbD,3,Cottidae,Radulinus asprellus,1,3,g,162.42,18.4706317,
,319,1,0,winter,NH,2,MbD,1,Cottidae,Scorpaenichthys marmoratus,1,1,h,,,
319-1-2,319,1,2,winter,NH,2,MbD,1,Cottidae,Radulinus asprellus,1,1,a,,,
,319,1,2,winter,NH,2,MbD,2,Cottidae,Artedius spp.,1,2,b,,,
,319,1,2,winter,NH,2,MbD,3,Pleuronectidae,Isopsetta isolepis,1,3,c,162.42,18.4706317,
,319,1,2,winter,NH,2,MbD,18,Pleuronectidae,Parophrys vetulus,1,18,d,162.42,110.8237902,
319-1-3,319,1,3,winter,NH,2,MbD,3,Scorpenidae,Sebastes spp.,1,3,b,153.21,19.5809673,
,319,1,3,winter,NH,2,MbD,2,Cyclopteridae,Liparis fucensis,1,2,a,153.21,13.0539782,
,319,1,3,winter,NH,2,MbD,2,Pleuronectidae,Lyopsetta exilis,1,2,c,153.21,13.0539782,
,319,1,3,winter,NH,2,MbD,52,Pleuronectidae,Parophrys vetulus,1,52,d,153.21,339.4034332,
319-1-4,319,1,4,winter,NH,2,MbD,1,Myctophidae,Stenobrachius leucopsarus,2,2,g,245.7,8.14000814,
,319,1,4,winter,NH,2,MbD,2,Scorpenidae,Sebastes spp.,2,4,f,245.7,16.28001628,
,319,1,4,winter,NH,2,MbD,34,Pleuronectidae,Parophrys vetulus,2,68,a,245.7,276.7602768,
,319,1,4,winter,NH,2,MbD,1,Pleuronectidae,Psettichthys melanostictus,2,2,c,245.7,8.14000814,
,319,1,4,winter,NH,2,MbD,1,Cottidae,Artedius spp.,2,2,e,245.7,8.14000814,
,319,1,4,winter,NH,2,MbD,4,Paralichthyidae,Citharichthys spp.,2,8,d,245.7,32.56003256,unknown2
,319,1,4,winter,NH,2,MbD,2,Unknown,Damaged,2,4,h,245.7,16.28001628,
,319,1,4,winter,NH,2,MbD,1,Ammodytidae,Ammodytes spp.,2,2,b,,,
319-1-4*,319,1,4*,winter,NH,2,MbD,1,Myctophidae,Stenobrachius leucopsarus,NA,NA,,NA,NA,
,319,1,4*,winter,NH,2,MbD,1,Scorpenidae,Sebastes spp.,NA,NA,,NA,NA,
,319,1,4*,winter,NH,2,MbD,1,Paralichthyidae,Citharichthys sordidus,NA,NA,d,NA,NA,
,319,1,4*,winter,NH,2,MbD,9,Pleuronectidae,Parophrys vetulus,NA,NA,,NA,NA,
319-4-0,319,4,0,winter,NH,2,MbD,1,Scorpenidae,Sebastes spp.,1,1,g,1102.48,0.907045933,
,319,4,0,winter,NH,2,MbD,2,Pleuronectidae,Lyopsetta exilis,1,2,c,1102.48,1.814091866,
,319,4,0,winter,NH,2,MbD,72,Pleuronectidae,Parophrys vetulus,1,72,a,1102.48,65.30730716,
,319,4,0,winter,NH,2,MbD,4,Pleuronectidae,Psettichthys melanostictus,1,4,d,1102.48,3.628183731,
,319,4,0,winter,NH,2,MbD,2,Cottidae,Cottidae spp.,1,2,f,1102.48,1.814091866,
,319,4,0,winter,NH,2,MbD,2,Stichaeidae,Stichaeidae spp.,1,2,h,1102.48,1.814091866,
,319,4,0,winter,NH,2,MbD,7,Unknown,Damaged,1,7,e,1102.48,6.34932153,
,319,4,0,winter,NH,2,MbD,1,Ammodytidae,Ammodytes spp.,1,1,b,,,
319-4-2,319,4,2,winter,NH,2,MbD,1,Cottidae,Radulinus asprellus,1,1,d,649.68,1.539219308,
,319,4,2,winter,NH,2,MbD,1,Pleuronectidae,Isopsetta isolepis,1,1,c,649.68,1.539219308,
,319,4,2,winter,NH,2,MbD,34,Pleuronectidae,Parophrys vetulus,1,34,a,649.68,52.33345647,
,319,4,2,winter,NH,2,MbD,3,Cottidae,Artedius spp.,1,3,b,649.68,4.617657924,
,319,4,2,winter,NH,2,MbD,11,Unknown,Damaged,1,11,e,649.68,16.93141239,
319-4-3,319,4,3,winter,NH,2,MbD,1,Pleuronectidae,Glyptocephalus zachirus,1,1,c,612.84,1.631747275,
,319,4,3,winter,NH,2,MbD,1,Pleuronectidae,Isopsetta isolepis,1,1,d,612.84,1.631747275,
,319,4,3,winter,NH,2,MbD,20,Pleuronectidae,Parophrys vetulus,1,20,a,612.84,32.6349455,
,319,4,3,winter,NH,2,MbD,1,Pleuronectidae,Psettichthys melanostictus,1,1,b,612.84,1.631747275,
,319,4,3,winter,NH,2,MbD,1,Unknown,Damaged,1,1,e,612.84,1.631747275,
319-4-4,319,4,4,winter,NH,2,MbD,1,Myctophidae,Stenobrachius leucopsarus,1,1,d,982.81,1.017490665,
,319,4,4,winter,NH,2,MbD,3,Scorpenidae,Sebastes spp.,1,3,b,982.81,3.052471994,
,319,4,4,winter,NH,2,MbD,2,Paralichthyidae,Citharichthys sordidus,1,2,f2,982.81,2.034981329,
,319,4,4,winter,NH,2,MbD,1,Pleuronectidae,Glyptocephalus zachirus,1,1,e,982.81,1.017490665,
,319,4,4,winter,NH,2,MbD,8,Pleuronectidae,Isopsetta isolepis,1,8,h,982.81,8.139925316,
,319,4,4,winter,NH,2,MbD,242,Pleuronectidae,Parophrys vetulus,1,242,a,982.81,246.2327408,
,319,4,4,winter,NH,2,MbD,8,Pleuronectidae,Psettichthys melanostictus,1,8,g,982.81,8.139925316,
,319,4,4,winter,NH,2,MbD,10,Cottidae,Artedius spp.,1,10,c,982.81,10.17490665,
,319,4,4,winter,NH,2,MbD,6,Ammodytidae,Ammodytes spp.,1,6,j,982.81,6.104943987,
,319,4,4,winter,NH,2,MbD,1,Paralichthyidae,Citharichthys stigmaeus,1,1,f,,,
,319,4,4,winter,NH,2,MbD,16,Unknown,Damaged,1,16,i,982.81,16.27985063,
320-1-0,320,1,0,winter,NH,1,MbD,1,Myctophidae,Stenobrachius leucopsarus,1,1,d,124.46,8.034709947,
,320,1,0,winter,NH,1,MbD,3,Scorpenidae,Sebastes spp.,1,3,g,124.46,24.10412984,
,320,1,0,winter,NH,1,MbD,2,Hexagrammidae,Ophiodon elongatus,1,2,f,124.46,16.06941989,
,320,1,0,winter,NH,1,MbD,4,Paralichthyidae,Citharichthys spp.,1,4,h,124.46,32.13883979,
,320,1,0,winter,NH,1,MbD,1,Pleuronectidae,Unknown,1,1,i,124.46,8.034709947,could be Lyopsetta exilis but tiny with yolk and eyes no pigment
,320,1,0,winter,NH,1,MbD,3,Pleuronectidae,Glyptocephalus zachirus,1,3,a,124.46,24.10412984,
,320,1,0,winter,NH,1,MbD,9,Pleuronectidae,Parophrys vetulus,1,9,b,124.46,72.31238952,
,320,1,0,winter,NH,1,MbD,2,Ammodytidae,Ammodytes spp.,1,2,c,124.46,16.06941989,
,320,1,0,winter,NH,1,MbD,1,Stichaeidae,Stichaeidae spp.,1,1,j,124.46,8.034709947,
,320,1,0,winter,NH,1,MbD,1,Cottidae,Cottidae spp.,1,1,k,,,
320-1-3,320,1,3,winter,NH,1,MbD,1,Cottidae,Radulinus asprellus,1,1,f,269.61,3.709061237,
,320,1,3,winter,NH,1,MbD,1,Paralichthyidae,Citharichthys spp.,1,1,e,269.61,3.709061237,
,320,1,3,winter,NH,1,MbD,3,Pleuronectidae,Glyptocephalus zachirus,1,3,b,269.61,11.12718371,
,320,1,3,winter,NH,1,MbD,1,Pleuronectidae,Isopsetta isolepis,1,1,d,269.61,3.709061237,
,320,1,3,winter,NH,1,MbD,14,Pleuronectidae,Parophrys vetulus,1,14,a,269.61,51.92685731,
,320,1,3,winter,NH,1,MbD,1,Pleuronectidae,Psettichthys melanostictus,1,1,c,269.61,3.709061237,
,320,1,3,winter,NH,1,MbD,1,Unknown,Damaged,1,1,g,269.61,3.709061237,
,320,1,3,winter,NH,1,MbD,1,unknown,Unknown,1,1,h,269.61,3.709061237,"very tiny, unpigmented eyes and little pigment on body"
320-1-4,320,1,4,winter,NH,1,MbD,2,Myctophidae,Stenobrachius leucopsarus,2,4,b,220.26,18.16035594,
,320,1,4,winter,NH,1,MbD,1,Scorpenidae,Sebastes spp.,2,2,d,220.26,9.080177971,
,320,1,4,winter,NH,1,MbD,2,Paralichthyidae,Citharichthys spp.,2,4,e,220.26,18.16035594,
,320,1,4,winter,NH,1,MbD,32,Pleuronectidae,Parophrys vetulus,2,64,a,220.26,290.5656951,
,320,1,4,winter,NH,1,MbD,1,Ammodytidae,Ammodytes spp.,2,2,c,220.26,9.080177971,
,320,1,4,winter,NH,1,MbD,8,Unknown,Damaged,2,16,g,220.26,72.64142377,
,320,1,4,winter,NH,1,MbD,1,unknown,Unknown,2,2,f,220.26,9.080177971,
,320,1,4,winter,NH,1,MbD,2,Pleuronectidae,Isopsetta isolepis,2,4,h,220.26,18.16035594,
320-1-4*,320,1,4*,winter,NH,1,MbD,1,Cottidae,Unknown,NA,NA,g,NA,NA,
,320,1,4*,winter,NH,1,MbD,1,Scorpenidae,Sebastes spp.,NA,NA,c,NA,NA,
,320,1,4*,winter,NH,1,MbD,1,Cyclopteridae,Liparis fucensis,NA,NA,b,NA,NA,
,320,1,4*,winter,NH,1,MbD,5,Paralichthyidae,Citharichthys sordidus,NA,NA,i,NA,NA,
,320,1,4*,winter,NH,1,MbD,2,Pleuronectidae,Glyptocephalus zachirus,NA,NA,e,NA,NA,
,320,1,4*,winter,NH,1,MbD,3,Pleuronectidae,Isopsetta isolepis,NA,NA,h,NA,NA,
,320,1,4*,winter,NH,1,MbD,17,Pleuronectidae,Parophrys vetulus,NA,NA,a,NA,NA,
,320,1,4*,winter,NH,1,MbD,4,Unknown,Unknown,NA,NA,j,NA,NA,tiny
,320,1,4*,winter,NH,1,MbD,2,Unknown,Damaged,NA,NA,d,NA,NA,
,320,1,4*,winter,NH,1,MbD,1,Ammodytidae,Ammodytes spp.,NA,NA,f,NA,NA,
320-4-0,320,4,0,winter,NH,1,MbD,1,Pleuronectidae,Isopsetta isolepis,1,1,c,497.82,2.008758186,
,320,4,0,winter,NH,1,MbD,7,Pleuronectidae,Parophrys vetulus,1,7,a,497.82,14.0613073,
,320,4,0,winter,NH,1,MbD,1,Pleuronectidae,Psettichthys melanostictus,1,1,d,497.82,2.008758186,
,320,4,0,winter,NH,1,MbD,1,Stichaeidae,Stichaeidae spp.,1,1,f,497.82,2.008758186,
,320,4,0,winter,NH,1,MbD,5,Unknown,Damaged,1,5,e,497.82,10.04379093,
,320,4,0,winter,NH,1,MbD,1,Hexagrammidae,Ophiodon elongatus,1,1,b,,,
320-4-3,320,4,3,winter,NH,1,MbD,1,Cottidae,Radulinus asprellus,1,1,c,1078.42,0.927282506,
,320,4,3,winter,NH,1,MbD,1,Cyclopteridae,Liparis spp.,1,1,e,1078.42,0.927282506,
,320,4,3,winter,NH,1,MbD,6,Pleuronectidae,Parophrys vetulus,1,6,a,1078.42,5.563695035,
,320,4,3,winter,NH,1,MbD,1,Pleuronectidae,Psettichthys melanostictus,1,1,b,1078.42,0.927282506,
,320,4,3,winter,NH,1,MbD,1,Cottidae,Artedius spp.,1,1,d,1078.42,0.927282506,found dessicated 1/9/26
,320,4,3,winter,NH,1,MbD,3,Unknown,Damaged,1,3,f,1078.42,2.781847518,
320-4-4,320,4,4,winter,NH,1,MbD,2,Scorpenidae,Sebastes spp.,1,2,c,881.04,2.270044493,
,320,4,4,winter,NH,1,MbD,1,Cottidae,Unknown,1,1,3c,881.04,1.135022246,
,320,4,4,winter,NH,1,MbD,4,Paralichthyidae,Citharichthys sordidus,1,4,e2,881.04,4.540088986,
,320,4,4,winter,NH,1,MbD,4,Pleuronectidae,Glyptocephalus zachirus,1,4,2b,881.04,4.540088986,
,320,4,4,winter,NH,1,MbD,4,Pleuronectidae,Isopsetta isolepis,1,4,2c,881.04,4.540088986,
,320,4,4,winter,NH,1,MbD,123,Pleuronectidae,Parophrys vetulus,1,123,a,881.04,139.6077363,
,320,4,4,winter,NH,1,MbD,4,Pleuronectidae,Psettichthys melanostictus,1,4,d,881.04,4.540088986,
,320,4,4,winter,NH,1,MbD,2,Cottidae,Artedius spp.,1,2,i,881.04,2.270044493,
,320,4,4,winter,NH,1,MbD,3,Ammodytidae,Ammodytes spp.,1,3,b,881.04,3.405066739,
,320,4,4,winter,NH,1,MbD,2,Stichaeidae,Stichaeidae spp.,1,2,f,,,
,320,4,4,winter,NH,1,MbD,1,unknown,Unknown,1,1,k,,,"small, could be Sebastes or Cottid but weird pigment"
,320,4,4,winter,NH,1,MbD,13,Unknown,Damaged,1,13,e,881.04,14.7552892,
321-1-0,321,1,0,winter,TR,1,MaD,1,Scorpenidae,Sebastes spp.,2,2,a,200.71,9.964625579,
321-1-3,321,1,3,winter,TR,1,MaD,1,Myctophidae,Stenobrachius leucopsarus,1,1,b,315.57,3.168869031,
,321,1,3,winter,TR,1,MaD,1,Scorpenidae,Sebastes spp.,1,1,a,315.57,3.168869031,
,321,1,3,winter,TR,1,MaD,1,Unknown,Unknown,1,1,c,315.57,3.168869031,earliest stage larva NH has seen
321-1-4,321,1,4,winter,TR,1,MaD,1,Bathylagidae,Bathylagus pacificus,2,2,b,233.38,8.569714629,
,321,1,4,winter,TR,1,MaD,2,Bathylagidae,Lipolagus ochotensis,2,4,a,233.38,17.13942926,
321-1-4*,321,1,4*,winter,TR,1,MaD,1,Scorpenidae,Sebastes spp.,NA,NA,,NA,NA,
321-4-0,321,4,0,winter,TR,1,MaD,1,Myctophidae,Stenobrachius leucopsarus,1,1,b,802.82,1.245609227,
,321,4,0,winter,TR,1,MaD,1,Scorpenidae,Sebastes spp.,1,1,a,802.82,1.245609227,
,321,4,0,winter,TR,1,MaD,1,Paralichthyidae,Citharichthys stigmaeus,1,1,c,802.82,1.245609227,
321-4-3,321,4,3,winter,TR,1,MaD,0,no fish,no fish,1,0,,1262.28,0,
321-4-4,321,4,4,winter,TR,1,MaD,1,Unknown,Damaged,1,1,b,933.54,1.071191379,
,321,4,4,winter,TR,1,MaD,1,Myctophidae,Nannobrachium spp.,1,1,a,933.54,1.071191379,
322-1-0,322,1,0,winter,TR,2,MaD,1,Pleuronectidae,Lyopsetta exilis,1,1,a,360.06,2.777314892,
322-1-1,322,1,1,winter,TR,2,MaD,3,Scorpenidae,Sebastes spp.,1,3,a,293.81,10.21068037,
,322,1,1,winter,TR,2,MaD,1,Pleuronectidae,Lyopsetta exilis,1,1,b,293.81,3.403560124,
,322,1,1,winter,TR,2,MaD,2,Myctophidae,Stenobrachius leucopsarus,1,2,c,293.81,,
322-1-2,322,1,2,winter,TR,2,MaD,0,no fish,no fish,1,0,,236.74,0,
322-1-3,322,1,3,winter,TR,2,MaD,1,Myctophidae,Protomyctophum crockeri,1,1,a,308.84,3.237922549,
,322,1,3,winter,TR,2,MaD,1,Unknown,Unknown,1,1,b,308.84,3.237922549,"not much pigment on body, possibly  L.exilis"
322-1-4,322,1,4,winter,TR,2,MaD,2,Scorpenidae,Sebastes spp.,1,2,a,321.36,6.223549913,
322-4-0,322,4,0,winter,TR,2,MaD,1,Cottidae,Hemilepodotus spp.,1,1,a,1440.24,0.694328723,
322-4-1,322,4,1,winter,TR,2,MaD,1,Scorpenidae,Sebastes spp.,1,1,a,1175.23,0.850897271,
322-4-2,322,4,2,winter,TR,2,MaD,1,Scorpenidae,Sebastes spp.,1,1,a,946.98,1.055988511,
322-4-3,322,4,3,winter,TR,2,MaD,0,no fish,no fish,1,0,,1235.36,0,
322-4-4,322,4,4,winter,TR,2,MaD,1,Myctophidae,Tarletonbeania crenularis,1,1,b,1285.44,0.777943739,
,322,4,4,winter,TR,2,MaD,1,Scorpenidae,Sebastes spp.,1,1,a,1285.44,0.777943739,
,322,4,4,winter,TR,2,MaD,1,Cottidae,Artedius spp.,1,1,c,1285.44,0.777943739,
,322,4,4,winter,TR,2,MaD,1,Cryptaconthodidae ,Lyconectes aleutensis,1,1,d,1285.44,0.777943739,
323-1-0,323,1,0,winter,TR,3,MaD,1,Bathylagidae,Lipolagus ochotensis,2,2,c,241.1,8.295313148,
,323,1,0,winter,TR,3,MaD,7,Myctophidae,Stenobrachius leucopsarus,2,14,b,241.1,58.06719204,
,323,1,0,winter,TR,3,MaD,4,Scorpenidae,Sebastes spp.,2,8,a,241.1,33.18125259,
323-1-1,323,1,1,winter,TR,3,MaD,3,Myctophidae,Stenobrachius leucopsarus,1,3,b,289.35,10.36806636,
,323,1,1,winter,TR,3,MaD,6,Scorpenidae,Sebastes spp.,1,6,a,289.35,20.73613271,
323-1-2,323,1,2,winter,TR,3,MaD,1,Bathylagidae,Lipolagus ochotensis,1,1,c,225.98,4.425170369,
,323,1,2,winter,TR,3,MaD,2,Myctophidae,Stenobrachius leucopsarus,1,2,b,225.98,8.850340738,
,323,1,2,winter,TR,3,MaD,4,Scorpenidae,Sebastes spp.,1,4,a,225.98,17.70068148,
323-1-3,323,1,3,winter,TR,3,MaD,3,Myctophidae,Stenobrachius leucopsarus,1,3,a,374.25,8.016032064,
,323,1,3,winter,TR,3,MaD,1,Scorpenidae,Sebastes spp.,1,1,b,,,
323-1-4,323,1,4,winter,TR,3,MaD,9,Myctophidae,Stenobrachius leucopsarus,2,18,b,283.25,63.54810238,
,323,1,4,winter,TR,3,MaD,3,Scorpenidae,Sebastes spp.,2,6,a,283.25,21.18270079,
,323,1,4,winter,TR,3,MaD,1,Pleuronectidae,Lyopsetta exilis,2,2,c,283.25,7.060900265,
323-1-4*,323,1,4*,winter,TR,3,MaD,2,Myctophidae,Stenobrachius leucopsarus,NA,NA,,NA,NA,
323-4-0,323,4,0,winter,TR,3,MaD,1,Bathylagidae,Lipolagus ochotensis,1,1,b,964.42,1.03689264,
,323,4,0,winter,TR,3,MaD,3,Myctophidae,Stenobrachius leucopsarus,1,3,a,964.42,3.11067792,
323-4-1,323,4,1,winter,TR,3,MaD,0,no fish,no fish,1,0,,1157.42,0,
323-4-2,323,4,2,winter,TR,3,MaD,1,Myctophidae,Stenobrachius leucopsarus,1,1,a,903.94,1.106268115,
323-4-3,323,4,3,winter,TR,3,MaD,12,Myctophidae,Stenobrachius leucopsarus,1,12,a,1497.02,8.015924971,
,323,4,3,winter,TR,3,MaD,1,Paralichthyidae,Citharichthys stigmaeus,1,1,b,1497.02,0.667993748,
323-4-4,323,4,4,winter,TR,3,MaD,8,Myctophidae,Stenobrachius leucopsarus,1,8,a,1133.02,7.060775626,
,323,4,4,winter,TR,3,MaD,3,Scorpenidae,Sebastes spp.,1,3,b,1133.02,2.64779086,
,323,4,4,winter,TR,3,MaD,1,Unknown,Damaged,1,1,c,1133.02,0.882596953,
